"","GEOID","white","hisp","no_income","poverty"
"2393","060190047042",1463,NA,NA,NA
"2394","060190048011",717,NA,NA,NA
"2395","060190048012",819,NA,NA,NA
"2396","060190048013",442,NA,NA,NA
"2397","060190048014",1634,NA,NA,NA
"2398","060190048021",1207,NA,NA,NA
"2399","060190048022",793,NA,NA,NA
"2400","060190048023",936,NA,NA,NA
"2401","060190049011",1411,NA,NA,NA
"2402","060190049012",1460,NA,NA,NA
"2403","060190049021",865,NA,NA,NA
"2404","060190049022",795,NA,NA,NA
"2405","060190050001",523,NA,NA,NA
"2406","060190050002",1243,NA,NA,NA
"2407","060190050003",1370,NA,NA,NA
"2408","060190051001",1197,NA,NA,NA
"2409","060190051002",757,NA,NA,NA
"2410","060190051003",582,NA,NA,NA
"2411","060190051004",868,NA,NA,NA
"2412","060190051005",1102,NA,NA,NA
"2413","060190052021",831,NA,NA,NA
"2414","060190052022",822,NA,NA,NA
"2415","060190052031",1867,NA,NA,NA
"2416","060190052032",1554,NA,NA,NA
"2417","060190052041",743,NA,NA,NA
"2418","060190052042",934,NA,NA,NA
"2419","060190052043",607,NA,NA,NA
"2420","060190053011",778,NA,NA,NA
"2421","060190053012",1026,NA,NA,NA
"2422","060190053013",2424,NA,NA,NA
"2423","060190053021",1891,NA,NA,NA
"2424","060190053022",1634,NA,NA,NA
"2425","060190053041",806,NA,NA,NA
"2426","060190053042",1804,NA,NA,NA
"2427","060190053043",615,NA,NA,NA
"2428","060190053051",1164,NA,NA,NA
"2429","060190053052",1107,NA,NA,NA
"2430","060190054031",1055,NA,NA,NA
"2431","060190054032",766,NA,NA,NA
"2432","060190054033",971,NA,NA,NA
"2433","060190054051",1589,NA,NA,NA
"2434","060190054052",706,NA,NA,NA
"2435","060190054053",1211,NA,NA,NA
"2436","060190054061",887,NA,NA,NA
"2437","060190054062",508,NA,NA,NA
"2438","060190054063",1597,NA,NA,NA
"2439","060190054071",1174,NA,NA,NA
"2440","060190054072",1388,NA,NA,NA
"2441","060190054081",1434,NA,NA,NA
"2442","060190054091",1052,NA,NA,NA
"2443","060190054092",1067,NA,NA,NA
"2444","060190054101",508,NA,NA,NA
"2445","060190054102",1881,NA,NA,NA
"2446","060190055031",2136,NA,NA,NA
"2447","060190055032",2191,NA,NA,NA
"2448","060190055041",2283,NA,NA,NA
"2449","060190055051",4731,NA,NA,NA
"2450","060190055071",2045,NA,NA,NA
"2451","060190055072",1864,NA,NA,NA
"2452","060190055081",1712,NA,NA,NA
"2453","060190055082",2293,NA,NA,NA
"2454","060190055091",1478,NA,NA,NA
"2455","060190055092",2028,NA,NA,NA
"2456","060190055101",1031,NA,NA,NA
"2457","060190055102",1189,NA,NA,NA
"2458","060190055103",986,NA,NA,NA
"2459","060190055121",1888,NA,NA,NA
"2460","060190055122",2261,NA,NA,NA
"2461","060190055131",1320,NA,NA,NA
"2462","060190055132",1069,NA,NA,NA
"2463","060190055141",1001,NA,NA,NA
"2464","060190055142",885,NA,NA,NA
"2465","060190055143",1067,NA,NA,NA
"2466","060190055151",1449,NA,NA,NA
"2467","060190055161",2363,NA,NA,NA
"2468","060190055162",1740,NA,NA,NA
"2469","060190055163",1084,NA,NA,NA
"2470","060190055171",2939,NA,NA,NA
"2471","060190055172",1266,NA,NA,NA
"2472","060190055173",1340,NA,NA,NA
"2473","060190055181",4814,NA,NA,NA
"2474","060190055201",1337,NA,NA,NA
"2475","060190055202",69,NA,NA,NA
"2476","060190055203",774,NA,NA,NA
"2477","060190055221",287,NA,NA,NA
"2478","060190055222",427,NA,NA,NA
"2479","060190055223",2620,NA,NA,NA
"2480","060190055224",367,NA,NA,NA
"2481","060190055241",3397,NA,NA,NA
"2482","060190055251",207,NA,NA,NA
"2483","060190055252",556,NA,NA,NA
"2484","060190056021",1032,NA,NA,NA
"2485","060190056022",723,NA,NA,NA
"2486","060190056023",977,NA,NA,NA
"2487","060190056024",583,NA,NA,NA
"2488","060190056051",1533,NA,NA,NA
"2489","060190056061",1084,NA,NA,NA
"2490","060190056062",1618,NA,NA,NA
"2491","060190056071",783,NA,NA,NA
"2492","060190056072",837,NA,NA,NA
"2493","060190056073",832,NA,NA,NA
"2494","060190056074",495,NA,NA,NA
"2495","060190056081",713,NA,NA,NA
"2496","060190056082",404,NA,NA,NA
"2497","060190056083",818,NA,NA,NA
"2498","060190056084",429,NA,NA,NA
"2499","060190057011",1048,NA,NA,NA
"2500","060190057012",381,NA,NA,NA
"2501","060190057013",255,NA,NA,NA
"2502","060190057014",748,NA,NA,NA
"2503","060190057021",703,NA,NA,NA
"2504","060190057022",1172,NA,NA,NA
"2505","060190057023",1220,NA,NA,NA
"2506","060190057024",1222,NA,NA,NA
"2507","060190057031",404,NA,NA,NA
"2508","060190057032",1434,NA,NA,NA
"2509","060190057033",1236,NA,NA,NA
"2510","060190057034",941,NA,NA,NA
"2511","060190057041",1004,NA,NA,NA
"2512","060190057042",1151,NA,NA,NA
"2513","060190057043",911,NA,NA,NA
"2514","060190057044",647,NA,NA,NA
"2515","060190058011",1375,NA,NA,NA
"2516","060190058012",861,NA,NA,NA
"2517","060190058013",923,NA,NA,NA
"2518","060190058021",1136,NA,NA,NA
"2519","060190058022",1650,NA,NA,NA
"2520","060190058041",751,NA,NA,NA
"2521","060190058042",843,NA,NA,NA
"2522","060190058043",1337,NA,NA,NA
"2523","060190058044",1128,NA,NA,NA
"2524","060190058045",575,NA,NA,NA
"2525","060190058051",3605,NA,NA,NA
"2526","060190059041",3279,NA,NA,NA
"2527","060190059042",422,NA,NA,NA
"2528","060190059051",845,NA,NA,NA
"2529","060190059052",3476,NA,NA,NA
"2530","060190059053",1067,NA,NA,NA
"2531","060190059061",1426,NA,NA,NA
"2532","060190059062",411,NA,NA,NA
"2533","060190059071",114,NA,NA,NA
"2534","060190059072",2230,NA,NA,NA
"2535","060190059091",2769,NA,NA,NA
"2536","060190059092",1918,NA,NA,NA
"2537","060190059111",3298,NA,NA,NA
"2538","060190059112",726,NA,NA,NA
"2539","060190059121",3285,NA,NA,NA
"2540","060190059122",1591,NA,NA,NA
"2541","060190060001",3560,NA,NA,NA
"2542","060190060002",997,NA,NA,NA
"2543","060190060003",971,NA,NA,NA
"2544","060190060004",1267,NA,NA,NA
"2545","060190060005",730,NA,NA,NA
"2546","060190061001",531,NA,NA,NA
"2547","060190061002",1437,NA,NA,NA
"2548","060190061003",891,NA,NA,NA
"2549","060190061004",803,NA,NA,NA
"2550","060190061005",1661,NA,NA,NA
"2551","060190062011",1134,NA,NA,NA
"2552","060190062012",695,NA,NA,NA
"2553","060190062021",780,NA,NA,NA
"2554","060190062022",758,NA,NA,NA
"2555","060190062023",1006,NA,NA,NA
"2556","060190062024",1379,NA,NA,NA
"2557","060190063001",1424,NA,NA,NA
"2558","060190063002",789,NA,NA,NA
"2559","060190063003",924,NA,NA,NA
"2560","060190063004",501,NA,NA,NA
"2561","060190063005",1574,NA,NA,NA
"2562","060190064021",199,NA,NA,NA
"2563","060190064022",833,NA,NA,NA
"2564","060190064023",756,NA,NA,NA
"2565","060190064024",80,NA,NA,NA
"2566","060190064025",10,NA,NA,NA
"2567","060190064026",267,NA,NA,NA
"2568","060190064031",1689,NA,NA,NA
"2569","060190064032",199,NA,NA,NA
"2570","060190064033",1463,NA,NA,NA
"2571","060190064034",2146,NA,NA,NA
"2572","060190064041",1672,NA,NA,NA
"2573","060190064042",450,NA,NA,NA
"2574","060190064043",1851,NA,NA,NA
"2575","060190064051",1704,NA,NA,NA
"2576","060190064052",1084,NA,NA,NA
"2577","060190064053",1583,NA,NA,NA
"2578","060190065011",3356,NA,NA,NA
"2579","060190065012",499,NA,NA,NA
"2580","060190065013",554,NA,NA,NA
"2581","060190065021",1097,NA,NA,NA
"2582","060190065022",2159,NA,NA,NA
"2583","060190066021",569,NA,NA,NA
"2584","060190066022",1580,NA,NA,NA
"2585","060190066023",1320,NA,NA,NA
"2586","060190066024",935,NA,NA,NA
"2587","060190066031",666,NA,NA,NA
"2588","060190066032",1245,NA,NA,NA
"2589","060190066041",2211,NA,NA,NA
"2590","060190066042",2355,NA,NA,NA
"2591","060190066043",357,NA,NA,NA
"2592","060190066044",734,NA,NA,NA
"2593","060190066045",776,NA,NA,NA
"2594","060190067001",878,NA,NA,NA
"2595","060190067002",438,NA,NA,NA
"2596","060190067003",2113,NA,NA,NA
"2597","060190067004",678,NA,NA,NA
"2598","060190067005",889,NA,NA,NA
"2599","060190068021",837,NA,NA,NA
"2600","060190068022",654,NA,NA,NA
"2601","060190068023",1293,NA,NA,NA
"2602","060190068024",136,NA,NA,NA
"2603","060190069001",727,NA,NA,NA
"2604","060190069002",808,NA,NA,NA
"2605","060190069003",856,NA,NA,NA
"2606","060190070021",961,NA,NA,NA
"2607","060190070022",1226,NA,NA,NA
"2608","060190070023",1530,NA,NA,NA
"2609","060190070031",1109,NA,NA,NA
"2610","060190070032",2776,NA,NA,NA
"2611","060190070033",1196,NA,NA,NA
"2612","060190070034",1358,NA,NA,NA
"2613","060190070041",1091,NA,NA,NA
"2614","060190070042",2543,NA,NA,NA
"2615","060190070043",877,NA,NA,NA
"2616","060190071001",634,NA,NA,NA
"2617","060190071002",192,NA,NA,NA
"2618","060190071003",617,NA,NA,NA
"2619","060190071004",1794,NA,NA,NA
"2620","060190071005",3167,NA,NA,NA
"2621","060190072011",1452,NA,NA,NA
"2622","060190072012",1924,NA,NA,NA
"2623","060190072013",938,NA,NA,NA
"2624","060190072014",701,NA,NA,NA
"2625","060190072015",2157,NA,NA,NA
"2626","060190072021",1203,NA,NA,NA
"2627","060190072022",2365,NA,NA,NA
"2628","060190073001",663,NA,NA,NA
"2629","060190073002",504,NA,NA,NA
"2630","060190073003",592,NA,NA,NA
"2631","060190073004",790,NA,NA,NA
"2632","060190073005",582,NA,NA,NA
"2633","060190074001",784,NA,NA,NA
"2634","060190074002",528,NA,NA,NA
"2635","060190074003",1343,NA,NA,NA
"2636","060190075001",499,NA,NA,NA
"2637","060190075002",558,NA,NA,NA
"2638","060190075003",431,NA,NA,NA
"2639","060190075004",630,NA,NA,NA
"2640","060190075005",986,NA,NA,NA
"2641","060190076001",473,NA,NA,NA
"2642","060190076002",637,NA,NA,NA
"2643","060190076003",982,NA,NA,NA
"2644","060190076004",1214,NA,NA,NA
"2645","060190077001",1355,NA,NA,NA
"2646","060190077002",629,NA,NA,NA
"2647","060190077003",1205,NA,NA,NA
"2648","060190077004",118,NA,NA,NA
"2649","060190078011",1117,NA,NA,NA
"2650","060190078021",202,NA,NA,NA
"2651","060190078022",636,NA,NA,NA
"2652","060190078023",1183,NA,NA,NA
"2653","060190078024",624,NA,NA,NA
"2654","060190079011",1913,NA,NA,NA
"2655","060190079021",809,NA,NA,NA
"2656","060190079022",574,NA,NA,NA
"2657","060190080001",539,NA,NA,NA
"2658","060190080002",1190,NA,NA,NA
"2659","060190080003",512,NA,NA,NA
"2660","060190080004",887,NA,NA,NA
"2661","060190080005",689,NA,NA,NA
"2662","060190081001",970,NA,NA,NA
"2663","060190081002",1364,NA,NA,NA
"2664","060190081003",502,NA,NA,NA
"2665","060190081004",753,NA,NA,NA
"2666","060190082001",221,NA,NA,NA
"2667","060190082002",370,NA,NA,NA
"2668","060190082003",227,NA,NA,NA
"2669","060190082004",2371,NA,NA,NA
"2670","060190082005",402,NA,NA,NA
"2671","060190082006",550,NA,NA,NA
"2672","060190083011",592,NA,NA,NA
"2673","060190083012",555,NA,NA,NA
"2674","060190083013",1569,NA,NA,NA
"2675","060190083021",1306,NA,NA,NA
"2676","060190083022",679,NA,NA,NA
"2677","060190083023",400,NA,NA,NA
"2678","060190083024",498,NA,NA,NA
"2679","060190083025",783,NA,NA,NA
"2680","060190084011",2088,NA,NA,NA
"2681","060190084012",330,NA,NA,NA
"2682","060190084013",580,NA,NA,NA
"2683","060190084014",1593,NA,NA,NA
"2684","060190084015",397,NA,NA,NA
"2685","060190084016",803,NA,NA,NA
"2686","060190084021",309,NA,NA,NA
"2687","060190084022",280,NA,NA,NA
"2688","060190085011",1304,NA,NA,NA
"2689","060190085012",1420,NA,NA,NA
"2690","060190085013",644,NA,NA,NA
"2691","060190085021",2864,NA,NA,NA
"2692","060190085022",2014,NA,NA,NA
"2693","060190085023",2685,NA,NA,NA
"2694","060210101001",2341,NA,NA,NA
"2695","060210101002",2442,NA,NA,NA
"2696","060210101003",1600,NA,NA,NA
"2697","060210101004",1009,NA,NA,NA
"2698","060210102001",888,NA,NA,NA
"2699","060210102002",1760,NA,NA,NA
"2700","060210102003",388,NA,NA,NA
"2701","060210102004",1205,NA,NA,NA
"2702","060210103001",477,NA,NA,NA
"2703","060210103002",845,NA,NA,NA
"2704","060210103003",302,NA,NA,NA
"2705","060210104001",645,NA,NA,NA
"2706","060210104002",1392,NA,NA,NA
"2707","060210104003",783,NA,NA,NA
"2708","060210104004",443,NA,NA,NA
"2709","060210104005",868,NA,NA,NA
"2710","060210104006",333,NA,NA,NA
"2711","060210104007",573,NA,NA,NA
"2712","060210105011",1739,NA,NA,NA
"2713","060210105012",547,NA,NA,NA
"2714","060210105013",714,NA,NA,NA
"2715","060210105021",813,NA,NA,NA
"2716","060210105022",578,NA,NA,NA
"2717","060230001001",924,NA,NA,NA
"2718","060230001002",850,NA,NA,NA
"2719","060230001003",454,NA,NA,NA
"2720","060230001004",658,NA,NA,NA
"2721","060230002001",610,NA,NA,NA
"2722","060230002002",743,NA,NA,NA
"2723","060230002003",326,NA,NA,NA
"2724","060230002004",1115,NA,NA,NA
"2725","060230002005",427,NA,NA,NA
"2726","060230002006",851,NA,NA,NA
"2727","060230003001",540,NA,NA,NA
"2728","060230003002",466,NA,NA,NA
"2729","060230003003",664,NA,NA,NA
"2730","060230003004",1317,NA,NA,NA
