"","GEOID","white","hisp","no_income","poverty"
"12032","060590758082",1726,NA,NA,NA
"12033","060590758091",641,NA,NA,NA
"12034","060590758092",917,NA,NA,NA
"12035","060590758093",734,NA,NA,NA
"12036","060590758101",1026,NA,NA,NA
"12037","060590758102",1322,NA,NA,NA
"12038","060590758111",1205,NA,NA,NA
"12039","060590758112",1199,NA,NA,NA
"12040","060590758121",1522,NA,NA,NA
"12041","060590758122",876,NA,NA,NA
"12042","060590758123",1179,NA,NA,NA
"12043","060590758124",775,NA,NA,NA
"12044","060590758131",1239,NA,NA,NA
"12045","060590758132",736,NA,NA,NA
"12046","060590758133",1748,NA,NA,NA
"12047","060590758141",1280,NA,NA,NA
"12048","060590758142",384,NA,NA,NA
"12049","060590758151",1880,NA,NA,NA
"12050","060590758152",1167,NA,NA,NA
"12051","060590758153",1437,NA,NA,NA
"12052","060590758161",1826,NA,NA,NA
"12053","060590758162",886,NA,NA,NA
"12054","060590759011",692,NA,NA,NA
"12055","060590759012",572,NA,NA,NA
"12056","060590759013",1914,NA,NA,NA
"12057","060590759021",822,NA,NA,NA
"12058","060590759022",2404,NA,NA,NA
"12059","060590759023",1005,NA,NA,NA
"12060","060590759024",1088,NA,NA,NA
"12061","060590759025",320,NA,NA,NA
"12062","060590760001",255,NA,NA,NA
"12063","060590760002",2386,NA,NA,NA
"12064","060590760003",753,NA,NA,NA
"12065","060590760004",1352,NA,NA,NA
"12066","060590760005",857,NA,NA,NA
"12067","060590761011",3260,NA,NA,NA
"12068","060590761012",1257,NA,NA,NA
"12069","060590761013",712,NA,NA,NA
"12070","060590761014",926,NA,NA,NA
"12071","060590761021",896,NA,NA,NA
"12072","060590761022",2914,NA,NA,NA
"12073","060590761023",781,NA,NA,NA
"12074","060590761024",684,NA,NA,NA
"12075","060590761031",596,NA,NA,NA
"12076","060590761032",1255,NA,NA,NA
"12077","060590761033",2659,NA,NA,NA
"12078","060590761034",770,NA,NA,NA
"12079","060590762011",923,NA,NA,NA
"12080","060590762012",719,NA,NA,NA
"12081","060590762013",986,NA,NA,NA
"12082","060590762014",641,NA,NA,NA
"12083","060590762015",1789,NA,NA,NA
"12084","060590762021",1709,NA,NA,NA
"12085","060590762022",1037,NA,NA,NA
"12086","060590762023",1442,NA,NA,NA
"12087","060590762024",813,NA,NA,NA
"12088","060590762041",414,NA,NA,NA
"12089","060590762042",1130,NA,NA,NA
"12090","060590762043",1530,NA,NA,NA
"12091","060590762051",2288,NA,NA,NA
"12092","060590762052",903,NA,NA,NA
"12093","060590762053",1650,NA,NA,NA
"12094","060590762054",576,NA,NA,NA
"12095","060590762061",1374,NA,NA,NA
"12096","060590762062",613,NA,NA,NA
"12097","060590762063",1032,NA,NA,NA
"12098","060590762064",905,NA,NA,NA
"12099","060590762081",1709,NA,NA,NA
"12100","060590762082",581,NA,NA,NA
"12101","060590762083",1167,NA,NA,NA
"12102","060590762084",543,NA,NA,NA
"12103","060590863011",2471,NA,NA,NA
"12104","060590863012",1121,NA,NA,NA
"12105","060590863013",1575,NA,NA,NA
"12106","060590863031",1548,NA,NA,NA
"12107","060590863032",675,NA,NA,NA
"12108","060590863033",1346,NA,NA,NA
"12109","060590863041",1174,NA,NA,NA
"12110","060590863042",733,NA,NA,NA
"12111","060590863043",1110,NA,NA,NA
"12112","060590863051",1160,NA,NA,NA
"12113","060590863052",805,NA,NA,NA
"12114","060590863053",713,NA,NA,NA
"12115","060590863061",763,NA,NA,NA
"12116","060590863062",1642,NA,NA,NA
"12117","060590863063",962,NA,NA,NA
"12118","060590864021",2746,NA,NA,NA
"12119","060590864022",772,NA,NA,NA
"12120","060590864023",1449,NA,NA,NA
"12121","060590864041",2046,NA,NA,NA
"12122","060590864042",1653,NA,NA,NA
"12123","060590864043",844,NA,NA,NA
"12124","060590864051",788,NA,NA,NA
"12125","060590864052",1042,NA,NA,NA
"12126","060590864053",2477,NA,NA,NA
"12127","060590864054",1394,NA,NA,NA
"12128","060590864061",827,NA,NA,NA
"12129","060590864062",543,NA,NA,NA
"12130","060590864063",385,NA,NA,NA
"12131","060590864064",454,NA,NA,NA
"12132","060590864071",1108,NA,NA,NA
"12133","060590864072",1314,NA,NA,NA
"12134","060590864073",1091,NA,NA,NA
"12135","060590865011",1670,NA,NA,NA
"12136","060590865012",1220,NA,NA,NA
"12137","060590865013",443,NA,NA,NA
"12138","060590865021",1210,NA,NA,NA
"12139","060590865022",1953,NA,NA,NA
"12140","060590865023",1988,NA,NA,NA
"12141","060590866011",1101,NA,NA,NA
"12142","060590866012",974,NA,NA,NA
"12143","060590866013",1901,NA,NA,NA
"12144","060590866014",1179,NA,NA,NA
"12145","060590866015",757,NA,NA,NA
"12146","060590866021",1420,NA,NA,NA
"12147","060590866022",1782,NA,NA,NA
"12148","060590866023",981,NA,NA,NA
"12149","060590867011",581,NA,NA,NA
"12150","060590867012",1307,NA,NA,NA
"12151","060590867013",1266,NA,NA,NA
"12152","060590867014",2190,NA,NA,NA
"12153","060590867021",906,NA,NA,NA
"12154","060590867022",2107,NA,NA,NA
"12155","060590867023",1789,NA,NA,NA
"12156","060590868011",936,NA,NA,NA
"12157","060590868012",644,NA,NA,NA
"12158","060590868013",844,NA,NA,NA
"12159","060590868021",1232,NA,NA,NA
"12160","060590868022",1686,NA,NA,NA
"12161","060590868023",719,NA,NA,NA
"12162","060590868031",999,NA,NA,NA
"12163","060590868032",1563,NA,NA,NA
"12164","060590868033",2224,NA,NA,NA
"12165","060590868034",299,NA,NA,NA
"12166","060590869011",1081,NA,NA,NA
"12167","060590869012",989,NA,NA,NA
"12168","060590869013",1011,NA,NA,NA
"12169","060590869014",577,NA,NA,NA
"12170","060590869015",1212,NA,NA,NA
"12171","060590869021",1152,NA,NA,NA
"12172","060590869022",906,NA,NA,NA
"12173","060590869023",1359,NA,NA,NA
"12174","060590869031",1818,NA,NA,NA
"12175","060590869032",779,NA,NA,NA
"12176","060590869033",860,NA,NA,NA
"12177","060590869034",1282,NA,NA,NA
"12178","060590870011",695,NA,NA,NA
"12179","060590870012",759,NA,NA,NA
"12180","060590870013",1394,NA,NA,NA
"12181","060590870021",591,NA,NA,NA
"12182","060590870022",882,NA,NA,NA
"12183","060590870023",789,NA,NA,NA
"12184","060590870024",2801,NA,NA,NA
"12185","060590871011",518,NA,NA,NA
"12186","060590871012",1136,NA,NA,NA
"12187","060590871013",1170,NA,NA,NA
"12188","060590871021",1185,NA,NA,NA
"12189","060590871022",2422,NA,NA,NA
"12190","060590871023",1076,NA,NA,NA
"12191","060590871031",1693,NA,NA,NA
"12192","060590871032",903,NA,NA,NA
"12193","060590871033",707,NA,NA,NA
"12194","060590871034",1926,NA,NA,NA
"12195","060590871051",1137,NA,NA,NA
"12196","060590871052",1562,NA,NA,NA
"12197","060590871061",1500,NA,NA,NA
"12198","060590871062",1675,NA,NA,NA
"12199","060590872001",1864,NA,NA,NA
"12200","060590872002",2210,NA,NA,NA
"12201","060590872003",782,NA,NA,NA
"12202","060590872004",1136,NA,NA,NA
"12203","060590873001",964,NA,NA,NA
"12204","060590873002",3005,NA,NA,NA
"12205","060590873003",948,NA,NA,NA
"12206","060590873004",950,NA,NA,NA
"12207","060590873005",1518,NA,NA,NA
"12208","060590874011",1389,NA,NA,NA
"12209","060590874012",1713,NA,NA,NA
"12210","060590874031",1240,NA,NA,NA
"12211","060590874032",1872,NA,NA,NA
"12212","060590874041",2588,NA,NA,NA
"12213","060590874042",702,NA,NA,NA
"12214","060590874051",1450,NA,NA,NA
"12215","060590874052",1393,NA,NA,NA
"12216","060590874053",2102,NA,NA,NA
"12217","060590875031",1154,NA,NA,NA
"12218","060590875032",1343,NA,NA,NA
"12219","060590875033",493,NA,NA,NA
"12220","060590875034",1107,NA,NA,NA
"12221","060590875041",1146,NA,NA,NA
"12222","060590875042",2088,NA,NA,NA
"12223","060590875043",1403,NA,NA,NA
"12224","060590875044",757,NA,NA,NA
"12225","060590875051",823,NA,NA,NA
"12226","060590875052",1349,NA,NA,NA
"12227","060590875053",1234,NA,NA,NA
"12228","060590876011",1130,NA,NA,NA
"12229","060590876012",657,NA,NA,NA
"12230","060590876013",1778,NA,NA,NA
"12231","060590876021",822,NA,NA,NA
"12232","060590876022",1172,NA,NA,NA
"12233","060590876023",2630,NA,NA,NA
"12234","060590876024",541,NA,NA,NA
"12235","060590876025",358,NA,NA,NA
"12236","060590877011",727,NA,NA,NA
"12237","060590877012",1692,NA,NA,NA
"12238","060590877013",759,NA,NA,NA
"12239","060590877014",299,NA,NA,NA
"12240","060590877031",1419,NA,NA,NA
"12241","060590877032",928,NA,NA,NA
"12242","060590877033",675,NA,NA,NA
"12243","060590877034",314,NA,NA,NA
"12244","060590877041",953,NA,NA,NA
"12245","060590877042",445,NA,NA,NA
"12246","060590877043",799,NA,NA,NA
"12247","060590877044",842,NA,NA,NA
"12248","060590878011",1176,NA,NA,NA
"12249","060590878012",1233,NA,NA,NA
"12250","060590878013",605,NA,NA,NA
"12251","060590878021",1381,NA,NA,NA
"12252","060590878022",931,NA,NA,NA
"12253","060590878023",1070,NA,NA,NA
"12254","060590878031",1861,NA,NA,NA
"12255","060590878032",1322,NA,NA,NA
"12256","060590878051",2326,NA,NA,NA
"12257","060590878052",892,NA,NA,NA
"12258","060590878053",1454,NA,NA,NA
"12259","060590878061",845,NA,NA,NA
"12260","060590878062",1262,NA,NA,NA
"12261","060590878063",2230,NA,NA,NA
"12262","060590879011",887,NA,NA,NA
"12263","060590879012",610,NA,NA,NA
"12264","060590879021",605,NA,NA,NA
"12265","060590879022",785,NA,NA,NA
"12266","060590879023",898,NA,NA,NA
"12267","060590880011",474,NA,NA,NA
"12268","060590880012",556,NA,NA,NA
"12269","060590880013",697,NA,NA,NA
"12270","060590880021",688,NA,NA,NA
"12271","060590880022",627,NA,NA,NA
"12272","060590881011",1148,NA,NA,NA
"12273","060590881041",1124,NA,NA,NA
"12274","060590881042",1324,NA,NA,NA
"12275","060590881051",1239,NA,NA,NA
"12276","060590881052",703,NA,NA,NA
"12277","060590881061",1003,NA,NA,NA
"12278","060590881062",816,NA,NA,NA
"12279","060590881071",587,NA,NA,NA
"12280","060590881072",1235,NA,NA,NA
"12281","060590882011",1205,NA,NA,NA
"12282","060590882012",422,NA,NA,NA
"12283","060590882013",522,NA,NA,NA
"12284","060590882021",810,NA,NA,NA
"12285","060590882022",829,NA,NA,NA
"12286","060590882031",1004,NA,NA,NA
"12287","060590882032",927,NA,NA,NA
"12288","060590883011",1367,NA,NA,NA
"12289","060590883012",1595,NA,NA,NA
"12290","060590883013",274,NA,NA,NA
"12291","060590883021",1582,NA,NA,NA
"12292","060590883022",1032,NA,NA,NA
"12293","060590883023",438,NA,NA,NA
"12294","060590884011",699,NA,NA,NA
"12295","060590884012",1025,NA,NA,NA
"12296","060590884013",392,NA,NA,NA
"12297","060590884021",1112,NA,NA,NA
"12298","060590884022",1133,NA,NA,NA
"12299","060590884031",2082,NA,NA,NA
"12300","060590884032",1540,NA,NA,NA
"12301","060590885011",1153,NA,NA,NA
"12302","060590885012",653,NA,NA,NA
"12303","060590885013",549,NA,NA,NA
"12304","060590885021",1215,NA,NA,NA
"12305","060590885022",313,NA,NA,NA
"12306","060590885023",772,NA,NA,NA
"12307","060590886011",313,NA,NA,NA
"12308","060590886012",762,NA,NA,NA
"12309","060590886013",527,NA,NA,NA
"12310","060590886014",514,NA,NA,NA
"12311","060590886021",1003,NA,NA,NA
"12312","060590886022",1063,NA,NA,NA
"12313","060590887011",442,NA,NA,NA
"12314","060590887012",349,NA,NA,NA
"12315","060590887013",877,NA,NA,NA
"12316","060590887014",271,NA,NA,NA
"12317","060590887021",524,NA,NA,NA
"12318","060590887022",1216,NA,NA,NA
"12319","060590888011",242,NA,NA,NA
"12320","060590888012",266,NA,NA,NA
"12321","060590888013",292,NA,NA,NA
"12322","060590888014",505,NA,NA,NA
"12323","060590888015",576,NA,NA,NA
"12324","060590888021",269,NA,NA,NA
"12325","060590888022",487,NA,NA,NA
"12326","060590888023",200,NA,NA,NA
"12327","060590888024",376,NA,NA,NA
"12328","060590889011",220,NA,NA,NA
"12329","060590889012",180,NA,NA,NA
"12330","060590889013",425,NA,NA,NA
"12331","060590889014",337,NA,NA,NA
"12332","060590889021",248,NA,NA,NA
"12333","060590889022",676,NA,NA,NA
"12334","060590889023",245,NA,NA,NA
"12335","060590889031",496,NA,NA,NA
"12336","060590889032",548,NA,NA,NA
"12337","060590889033",1269,NA,NA,NA
"12338","060590889041",145,NA,NA,NA
"12339","060590889042",563,NA,NA,NA
"12340","060590889043",66,NA,NA,NA
"12341","060590889044",144,NA,NA,NA
"12342","060590889051",116,NA,NA,NA
"12343","060590889052",259,NA,NA,NA
"12344","060590889053",327,NA,NA,NA
"12345","060590890011",223,NA,NA,NA
"12346","060590890012",176,NA,NA,NA
"12347","060590890013",405,NA,NA,NA
"12348","060590890014",266,NA,NA,NA
"12349","060590890031",737,NA,NA,NA
"12350","060590890032",769,NA,NA,NA
"12351","060590890041",226,NA,NA,NA
"12352","060590890042",475,NA,NA,NA
"12353","060590890043",423,NA,NA,NA
"12354","060590891021",986,NA,NA,NA
"12355","060590891022",292,NA,NA,NA
"12356","060590891023",970,NA,NA,NA
"12357","060590891041",288,NA,NA,NA
"12358","060590891042",1613,NA,NA,NA
"12359","060590891043",240,NA,NA,NA
"12360","060590891051",350,NA,NA,NA
"12361","060590891052",542,NA,NA,NA
"12362","060590891053",777,NA,NA,NA
"12363","060590891061",1049,NA,NA,NA
"12364","060590891062",676,NA,NA,NA
"12365","060590891071",1180,NA,NA,NA
"12366","060590891072",986,NA,NA,NA
"12367","060590992021",437,NA,NA,NA
"12368","060590992022",807,NA,NA,NA
"12369","060590992023",588,NA,NA,NA
"12370","060590992031",767,NA,NA,NA
"12371","060590992032",1022,NA,NA,NA
"12372","060590992041",385,NA,NA,NA
"12373","060590992042",145,NA,NA,NA
"12374","060590992043",376,NA,NA,NA
"12375","060590992121",711,NA,NA,NA
"12376","060590992122",867,NA,NA,NA
"12377","060590992123",654,NA,NA,NA
"12378","060590992124",768,NA,NA,NA
"12379","060590992141",824,NA,NA,NA
"12380","060590992142",581,NA,NA,NA
"12381","060590992143",801,NA,NA,NA
"12382","060590992144",770,NA,NA,NA
"12383","060590992151",1541,NA,NA,NA
"12384","060590992152",1394,NA,NA,NA
"12385","060590992153",412,NA,NA,NA
"12386","060590992161",967,NA,NA,NA
"12387","060590992162",1023,NA,NA,NA
"12388","060590992163",555,NA,NA,NA
"12389","060590992164",514,NA,NA,NA
"12390","060590992171",1010,NA,NA,NA
"12391","060590992172",1035,NA,NA,NA
"12392","060590992201",1276,NA,NA,NA
"12393","060590992202",1267,NA,NA,NA
"12394","060590992203",830,NA,NA,NA
"12395","060590992204",892,NA,NA,NA
"12396","060590992221",496,NA,NA,NA
"12397","060590992222",180,NA,NA,NA
"12398","060590992223",283,NA,NA,NA
"12399","060590992224",415,NA,NA,NA
"12400","060590992231",539,NA,NA,NA
"12401","060590992232",428,NA,NA,NA
"12402","060590992233",572,NA,NA,NA
"12403","060590992241",961,NA,NA,NA
"12404","060590992242",754,NA,NA,NA
"12405","060590992251",769,NA,NA,NA
"12406","060590992252",889,NA,NA,NA
"12407","060590992261",697,NA,NA,NA
"12408","060590992262",560,NA,NA,NA
"12409","060590992271",374,NA,NA,NA
"12410","060590992272",765,NA,NA,NA
"12411","060590992273",745,NA,NA,NA
"12412","060590992274",686,NA,NA,NA
"12413","060590992291",1005,NA,NA,NA
"12414","060590992292",1368,NA,NA,NA
"12415","060590992293",1419,NA,NA,NA
"12416","060590992301",1294,NA,NA,NA
"12417","060590992302",1757,NA,NA,NA
"12418","060590992311",1114,NA,NA,NA
"12419","060590992312",995,NA,NA,NA
"12420","060590992313",1669,NA,NA,NA
"12421","060590992321",1152,NA,NA,NA
"12422","060590992322",992,NA,NA,NA
"12423","060590992323",715,NA,NA,NA
"12424","060590992324",693,NA,NA,NA
"12425","060590992331",919,NA,NA,NA
"12426","060590992332",891,NA,NA,NA
"12427","060590992341",678,NA,NA,NA
"12428","060590992342",1297,NA,NA,NA
"12429","060590992351",981,NA,NA,NA
"12430","060590992352",418,NA,NA,NA
"12431","060590992353",1787,NA,NA,NA
"12432","060590992354",722,NA,NA,NA
"12433","060590992371",1535,NA,NA,NA
"12434","060590992372",969,NA,NA,NA
"12435","060590992381",1478,NA,NA,NA
"12436","060590992382",1742,NA,NA,NA
"12437","060590992391",850,NA,NA,NA
"12438","060590992392",684,NA,NA,NA
"12439","060590992393",958,NA,NA,NA
"12440","060590992394",551,NA,NA,NA
"12441","060590992401",700,NA,NA,NA
"12442","060590992402",1409,NA,NA,NA
"12443","060590992403",487,NA,NA,NA
"12444","060590992404",1596,NA,NA,NA
"12445","060590992411",804,NA,NA,NA
"12446","060590992412",1683,NA,NA,NA
"12447","060590992421",891,NA,NA,NA
"12448","060590992422",1132,NA,NA,NA
"12449","060590992431",1849,NA,NA,NA
"12450","060590992432",1247,NA,NA,NA
"12451","060590992441",1577,NA,NA,NA
"12452","060590992442",1434,NA,NA,NA
"12453","060590992451",1072,NA,NA,NA
"12454","060590992452",1157,NA,NA,NA
"12455","060590992461",737,NA,NA,NA
"12456","060590992462",865,NA,NA,NA
"12457","060590992463",606,NA,NA,NA
"12458","060590992471",257,NA,NA,NA
"12459","060590992472",341,NA,NA,NA
"12460","060590992481",592,NA,NA,NA
"12461","060590992482",684,NA,NA,NA
"12462","060590992491",860,NA,NA,NA
"12463","060590992492",716,NA,NA,NA
"12464","060590992501",1048,NA,NA,NA
"12465","060590992502",504,NA,NA,NA
"12466","060590992511",1156,NA,NA,NA
"12467","060590992512",1330,NA,NA,NA
"12468","060590992513",766,NA,NA,NA
"12469","060590993051",969,NA,NA,NA
"12470","060590993052",668,NA,NA,NA
"12471","060590993053",1520,NA,NA,NA
"12472","060590993054",677,NA,NA,NA
"12473","060590993055",503,NA,NA,NA
"12474","060590993056",1070,NA,NA,NA
"12475","060590993061",1398,NA,NA,NA
"12476","060590993062",514,NA,NA,NA
"12477","060590993063",634,NA,NA,NA
"12478","060590993064",1350,NA,NA,NA
"12479","060590993065",898,NA,NA,NA
"12480","060590993071",1123,NA,NA,NA
"12481","060590993072",985,NA,NA,NA
"12482","060590993081",1380,NA,NA,NA
"12483","060590993082",1246,NA,NA,NA
"12484","060590993083",1417,NA,NA,NA
"12485","060590993091",1341,NA,NA,NA
"12486","060590993092",1482,NA,NA,NA
"12487","060590993093",1120,NA,NA,NA
"12488","060590993101",1440,NA,NA,NA
"12489","060590993102",1292,NA,NA,NA
"12490","060590993103",767,NA,NA,NA
"12491","060590993111",870,NA,NA,NA
"12492","060590993112",1406,NA,NA,NA
"12493","060590993113",716,NA,NA,NA
"12494","060590994021",202,NA,NA,NA
"12495","060590994022",1311,NA,NA,NA
"12496","060590994023",491,NA,NA,NA
"12497","060590994024",775,NA,NA,NA
"12498","060590994041",1512,NA,NA,NA
"12499","060590994042",1825,NA,NA,NA
"12500","060590994051",613,NA,NA,NA
"12501","060590994052",1083,NA,NA,NA
"12502","060590994053",1514,NA,NA,NA
"12503","060590994061",1249,NA,NA,NA
"12504","060590994062",2248,NA,NA,NA
"12505","060590994071",1923,NA,NA,NA
"12506","060590994081",1069,NA,NA,NA
"12507","060590994082",1742,NA,NA,NA
"12508","060590994083",646,NA,NA,NA
"12509","060590994101",909,NA,NA,NA
"12510","060590994102",532,NA,NA,NA
"12511","060590994103",1548,NA,NA,NA
"12512","060590994111",616,NA,NA,NA
"12513","060590994112",1088,NA,NA,NA
"12514","060590994113",715,NA,NA,NA
"12515","060590994114",434,NA,NA,NA
"12516","060590994121",1368,NA,NA,NA
"12517","060590994122",816,NA,NA,NA
"12518","060590994123",1282,NA,NA,NA
"12519","060590994131",748,NA,NA,NA
"12520","060590994132",1666,NA,NA,NA
"12521","060590994133",1876,NA,NA,NA
"12522","060590994134",1348,NA,NA,NA
"12523","060590994135",556,NA,NA,NA
"12524","060590994151",832,NA,NA,NA
"12525","060590994152",1304,NA,NA,NA
"12526","060590994153",834,NA,NA,NA
"12527","060590994154",913,NA,NA,NA
"12528","060590994155",440,NA,NA,NA
"12529","060590994161",1364,NA,NA,NA
"12530","060590994162",785,NA,NA,NA
"12531","060590994163",1906,NA,NA,NA
"12532","060590994171",2157,NA,NA,NA
"12533","060590994172",1477,NA,NA,NA
"12534","060590995021",389,NA,NA,NA
"12535","060590995041",2257,NA,NA,NA
"12536","060590995061",836,NA,NA,NA
"12537","060590995081",1112,NA,NA,NA
"12538","060590995082",531,NA,NA,NA
"12539","060590995083",915,NA,NA,NA
"12540","060590995084",853,NA,NA,NA
"12541","060590995091",635,NA,NA,NA
"12542","060590995092",676,NA,NA,NA
"12543","060590995093",466,NA,NA,NA
"12544","060590995094",218,NA,NA,NA
"12545","060590995095",579,NA,NA,NA
"12546","060590995101",1454,NA,NA,NA
"12547","060590995102",1009,NA,NA,NA
"12548","060590995103",1008,NA,NA,NA
"12549","060590995111",517,NA,NA,NA
"12550","060590995112",936,NA,NA,NA
"12551","060590995113",614,NA,NA,NA
"12552","060590995114",676,NA,NA,NA
"12553","060590995121",1332,NA,NA,NA
"12554","060590995122",680,NA,NA,NA
"12555","060590995123",578,NA,NA,NA
"12556","060590995131",1153,NA,NA,NA
"12557","060590995132",603,NA,NA,NA
"12558","060590995141",665,NA,NA,NA
"12559","060590995142",1046,NA,NA,NA
"12560","060590995143",676,NA,NA,NA
"12561","060590995144",417,NA,NA,NA
"12562","060590995145",671,NA,NA,NA
"12563","060590996011",905,NA,NA,NA
"12564","060590996012",966,NA,NA,NA
"12565","060590996013",127,NA,NA,NA
"12566","060590996014",474,NA,NA,NA
"12567","060590996021",1484,NA,NA,NA
"12568","060590996022",725,NA,NA,NA
"12569","060590996031",1897,NA,NA,NA
"12570","060590996032",480,NA,NA,NA
"12571","060590996033",993,NA,NA,NA
"12572","060590996034",1248,NA,NA,NA
"12573","060590996041",1013,NA,NA,NA
"12574","060590996042",1776,NA,NA,NA
"12575","060590996051",1322,NA,NA,NA
"12576","060590996052",2150,NA,NA,NA
"12577","060590997011",507,NA,NA,NA
"12578","060590997012",376,NA,NA,NA
"12579","060590997013",490,NA,NA,NA
"12580","060590997021",878,NA,NA,NA
"12581","060590997022",969,NA,NA,NA
"12582","060590997023",929,NA,NA,NA
"12583","060590997031",1031,NA,NA,NA
"12584","060590997032",908,NA,NA,NA
"12585","060590997033",922,NA,NA,NA
"12586","060590998011",482,NA,NA,NA
"12587","060590998012",754,NA,NA,NA
"12588","060590998013",644,NA,NA,NA
"12589","060590998021",900,NA,NA,NA
"12590","060590998022",1130,NA,NA,NA
"12591","060590998031",659,NA,NA,NA
"12592","060590998032",244,NA,NA,NA
"12593","060590998033",667,NA,NA,NA
"12594","060590999021",610,NA,NA,NA
"12595","060590999022",1051,NA,NA,NA
"12596","060590999023",875,NA,NA,NA
"12597","060590999031",514,NA,NA,NA
"12598","060590999032",1080,NA,NA,NA
"12599","060590999033",830,NA,NA,NA
"12600","060590999041",604,NA,NA,NA
"12601","060590999042",582,NA,NA,NA
"12602","060590999043",625,NA,NA,NA
"12603","060590999044",260,NA,NA,NA
"12604","060590999045",124,NA,NA,NA
"12605","060590999051",1085,NA,NA,NA
"12606","060590999052",1144,NA,NA,NA
"12607","060590999061",1280,NA,NA,NA
"12608","060590999062",887,NA,NA,NA
"12609","060590999063",1070,NA,NA,NA
"12610","060591100011",2369,NA,NA,NA
"12611","060591100012",968,NA,NA,NA
"12612","060591100031",626,NA,NA,NA
"12613","060591100032",1885,NA,NA,NA
"12614","060591100041",1056,NA,NA,NA
"12615","060591100042",677,NA,NA,NA
"12616","060591100043",563,NA,NA,NA
"12617","060591100044",1317,NA,NA,NA
"12618","060591100051",949,NA,NA,NA
"12619","060591100052",1311,NA,NA,NA
"12620","060591100061",1199,NA,NA,NA
"12621","060591100062",1262,NA,NA,NA
"12622","060591100071",789,NA,NA,NA
"12623","060591100072",692,NA,NA,NA
"12624","060591100073",1719,NA,NA,NA
"12625","060591100074",956,NA,NA,NA
"12626","060591100081",1677,NA,NA,NA
"12627","060591100082",694,NA,NA,NA
"12628","060591100083",1007,NA,NA,NA
"12629","060591100101",1234,NA,NA,NA
"12630","060591100102",812,NA,NA,NA
"12631","060591100103",753,NA,NA,NA
"12632","060591100111",1109,NA,NA,NA
"12633","060591100112",471,NA,NA,NA
"12634","060591100121",791,NA,NA,NA
"12635","060591100122",926,NA,NA,NA
"12636","060591100123",690,NA,NA,NA
"12637","060591100124",1302,NA,NA,NA
"12638","060591100141",552,NA,NA,NA
"12639","060591100142",930,NA,NA,NA
"12640","060591100143",795,NA,NA,NA
"12641","060591100144",638,NA,NA,NA
"12642","060591100151",894,NA,NA,NA
"12643","060591100152",1521,NA,NA,NA
"12644","060591100153",200,NA,NA,NA
"12645","060591101021",914,NA,NA,NA
"12646","060591101022",757,NA,NA,NA
"12647","060591101023",473,NA,NA,NA
"12648","060591101041",1123,NA,NA,NA
"12649","060591101042",1384,NA,NA,NA
"12650","060591101043",457,NA,NA,NA
"12651","060591101061",482,NA,NA,NA
"12652","060591101062",518,NA,NA,NA
"12653","060591101063",1247,NA,NA,NA
"12654","060591101081",502,NA,NA,NA
"12655","060591101082",602,NA,NA,NA
"12656","060591101083",431,NA,NA,NA
"12657","060591101091",467,NA,NA,NA
"12658","060591101092",594,NA,NA,NA
"12659","060591101093",612,NA,NA,NA
"12660","060591101094",831,NA,NA,NA
"12661","060591101101",608,NA,NA,NA
"12662","060591101102",1635,NA,NA,NA
"12663","060591101103",766,NA,NA,NA
"12664","060591101111",693,NA,NA,NA
"12665","060591101112",1210,NA,NA,NA
"12666","060591101113",1090,NA,NA,NA
"12667","060591101131",1377,NA,NA,NA
"12668","060591101141",1077,NA,NA,NA
"12669","060591101142",1081,NA,NA,NA
"12670","060591101143",803,NA,NA,NA
"12671","060591101151",461,NA,NA,NA
"12672","060591101152",500,NA,NA,NA
"12673","060591101153",649,NA,NA,NA
"12674","060591101161",600,NA,NA,NA
"12675","060591101162",450,NA,NA,NA
"12676","060591101163",662,NA,NA,NA
"12677","060591101171",1159,NA,NA,NA
"12678","060591101172",455,NA,NA,NA
"12679","060591101173",285,NA,NA,NA
"12680","060591101174",946,NA,NA,NA
"12681","060591101181",378,NA,NA,NA
"12682","060591101182",334,NA,NA,NA
"12683","060591102011",1844,NA,NA,NA
"12684","060591102012",659,NA,NA,NA
"12685","060591102013",1273,NA,NA,NA
"12686","060591102021",1637,NA,NA,NA
"12687","060591102022",350,NA,NA,NA
"12688","060591102023",1969,NA,NA,NA
"12689","060591102031",1875,NA,NA,NA
"12690","060591102032",1632,NA,NA,NA
"12691","060591103011",1998,NA,NA,NA
"12692","060591103012",359,NA,NA,NA
"12693","060591103013",599,NA,NA,NA
"12694","060591103014",557,NA,NA,NA
"12695","060591103021",1106,NA,NA,NA
"12696","060591103022",1195,NA,NA,NA
"12697","060591103023",1316,NA,NA,NA
"12698","060591103031",1395,NA,NA,NA
"12699","060591103032",1309,NA,NA,NA
"12700","060591103041",965,NA,NA,NA
"12701","060591103042",1834,NA,NA,NA
"12702","060591104011",921,NA,NA,NA
"12703","060591104012",432,NA,NA,NA
"12704","060591104013",1249,NA,NA,NA
"12705","060591104021",681,NA,NA,NA
"12706","060591104022",567,NA,NA,NA
"12707","060591104023",1931,NA,NA,NA
"12708","060591105001",1050,NA,NA,NA
"12709","060591105002",1075,NA,NA,NA
"12710","060591105003",810,NA,NA,NA
"12711","060591105004",435,NA,NA,NA
"12712","060591106031",1008,NA,NA,NA
"12713","060591106032",797,NA,NA,NA
"12714","060591106033",1334,NA,NA,NA
"12715","060591106034",546,NA,NA,NA
